Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
19.81,-45.92,167.96,309.47,RL,MSL,"November 26, 1949","November 26, 1949",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.81,-38.11,175.06,175,RL,MSL,"January 1, 1966","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
19.81,-41.67,171.86,875.77,RL,MSL,"July 1, 1950","July 1, 1950",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.81,-41.66,171.85,773.03,RL,MSL,"March 1, 1955","March 1, 1955",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.81,-45.92,167.96,309.77,RL,MSL,"December 3, 1949","December 3, 1949",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.81,-45.93,167.94,300,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.81,-38.1,175.07,140.1,RL,MSL,"January 1, 1966","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
19.81,-45.92,167.96,309.47,RL,MSL,"January 10, 1950","January 10, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.81,-45.93,167.94,300.02,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.81,-41.69,171.86,930.99,RL,MSL,"November 1, 1960","November 1, 1960",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.81,-41.69,171.86,935.37,RL,MSL,"November 26, 1960","November 26, 1960",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.8,-41.58,171.98,208,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
19.8,-41.66,171.87,603.99,RL,MSL,"April 21, 2009","April 24, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.8,-44.95,170.76,155.7,RL,MSL,"June 27, 1977","July 29, 1977",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
19.8,-43.5,171.8,410,RL,MSL,"July 15, 2015","July 15, 2015",L & M COAL LIMITED,Malvern Hills
19.7,-45.92,167.96,305.1,RL,MSL,"March 30, 1957","March 30, 1957",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.69,-41.67,171.87,828.94,RL,MSL,"January 1, 1949","January 1, 1949",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.69,-45.93,167.94,300.63,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.66,-41.71,171.85,"1,071.64",RL,MSL,"April 10, 1965","April 10, 1965",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.66,-41.66,171.85,820.89,RL,MSL,"February 1, 1955","February 1, 1955",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.66,-45.92,167.96,309.77,RL,MSL,"January 10, 1950","January 10, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.66,-41.68,171.88,734.7,RL,MSL,"August 1, 1953","August 1, 1953",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.59,-41.65,171.87,590.28,RL,MSL,"March 21, 1977","March 22, 1977",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.51,-45.92,167.96,307.94,RL,MSL,"March 30, 1957","March 30, 1957",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.51,-45.93,167.94,300.36,RL,MSL,"April 1, 1985","April 1, 1985",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.51,-41.67,171.88,730.14,RL,MSL,"July 1, 1953","July 1, 1953",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.51,-45.93,167.94,301.54,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.51,-41.69,171.86,909.14,RL,MSL,"March 18, 1961","March 18, 1961",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.51,-45.93,167.94,301.89,RL,MSL,"August 4, 1983","August 4, 1983",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.51,-45.92,167.95,304.9,RL,MSL,"May 9, 1953","May 9, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.5,-41.66,171.87,677.76,RL,MSL,"January 18, 2006","January 20, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.68,171.87,885.19,RL,MSL,"March 24, 2004","March 25, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.68,171.86,885.19,RL,MSL,"March 23, 2004","March 23, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.67,171.86,926.38,RL,MSL,"October 5, 2007","October 9, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.71,171.85,"1,032.25",RL,MSL,"June 12, 2004","June 12, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.66,171.86,813.41,RL,MSL,"July 20, 2002","July 20, 2002",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.69,171.86,943.99,RL,MSL,"February 23, 2006","February 23, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.71,171.84,"1,059.30",RL,MSL,"June 14, 2006","June 14, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.66,171.87,727.7,RL,MSL,"July 8, 2006","July 9, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.85,845.93,RL,MSL,"July 23, 2002","July 26, 2002",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.86,817.62,RL,MSL,"December 16, 2004","December 17, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.69,171.86,943.99,RL,MSL,"February 23, 2006","February 23, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.86,813.41,RL,MSL,"July 18, 2002","July 19, 2002",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-45.93,167.96,317.14,RL,MSL,"September 4, 2012","September 4, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.5,-41.71,171.84,"1,052.80",RL,MSL,"June 27, 2006","June 29, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.67,171.88,746.96,RL,MSL,"August 2, 2005","August 2, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.7,171.9,792.3,RL,MSL,"April 26, 2007","April 27, 2007",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
19.5,-41.59,171.99,235.08,RL,MSL,"September 13, 2012","September 13, 2012",BULLER COAL LTD,Buller
19.5,-41.68,171.88,746.96,RL,MSL,"August 2, 2005","August 2, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.7,171.86,867.75,RL,MSL,"January 27, 2005","January 28, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.71,171.84,"1,052.80",RL,MSL,"June 27, 2006","June 29, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.7,171.89,699.78,RL,MSL,"May 27, 2003","May 29, 2003",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
19.5,-41.67,171.86,941.28,RL,MSL,"October 21, 2005","October 25, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.71,171.85,"1,036.90",RL,MSL,"June 13, 2004","June 16, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.86,794.26,RL,MSL,"December 8, 2004","December 8, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.65,171.86,680.73,RL,MSL,"August 21, 2006","August 21, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.87,698.79,RL,MSL,"August 1, 2006","August 1, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.69,171.86,922.39,RL,MSL,"January 30, 2006","January 31, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.68,171.88,792.83,RL,MSL,"March 12, 2006","March 13, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.66,171.86,845.93,RL,MSL,"July 19, 2002","July 21, 2002",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.7,171.86,867.75,RL,MSL,"January 26, 2005","January 26, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.67,171.86,941.28,RL,MSL,"October 21, 2005","October 25, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.71,171.84,"1,059.30",RL,MSL,"June 14, 2006","June 14, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.7,171.86,639.64,RL,MSL,"July 15, 2005","July 15, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.69,171.86,922.39,RL,MSL,"January 30, 2006","January 31, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.71,171.85,"1,036.90",RL,MSL,"June 16, 2004","June 16, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.68,171.88,792.83,RL,MSL,"March 12, 2006","March 13, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.88,639.64,RL,MSL,"July 15, 2005","July 15, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-44.74,170.91,153.5,RL,MSL,"January 1, 1900",,HOLCIM NZ LTD,Waihao
19.5,-41.66,171.86,794.26,RL,MSL,"December 8, 2004","December 8, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.67,171.86,926.38,RL,MSL,"October 5, 2007","October 9, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.86,817.62,RL,MSL,"December 15, 2004","December 15, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.87,698.79,RL,MSL,"August 1, 2006","August 1, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.5,-41.71,171.85,"1,032.25",RL,MSL,"June 12, 2004","June 12, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.5,-41.66,171.87,677.76,RL,MSL,"January 18, 2006","January 20, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.45,-44.95,170.77,146.9,RL,MSL,"July 5, 1977","July 5, 1977",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
19.42,-41.8,171.95,252.2,RL,MSL,"May 4, 2011","May 5, 2011",NEW CREEK MINING LTD,Inangahua
19.4,-41.66,171.87,747.73,RL,MSL,"June 23, 2010","June 23, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.66,171.87,726.69,RL,MSL,"September 2, 2005","September 2, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.68,171.87,856.22,RL,MSL,"May 13, 2005","May 13, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.66,171.87,747.73,RL,MSL,"June 23, 2010","June 23, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.66,171.87,742.18,RL,MSL,"June 24, 2010","June 24, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.68,171.87,856.22,RL,MSL,"May 13, 2005","May 13, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.67,171.89,706.12,RL,MSL,"March 9, 2011","March 9, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.67,171.89,702.34,RL,MSL,"March 9, 2011","March 10, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.66,171.87,625.14,RL,MSL,"June 19, 2009","June 19, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.66,171.87,726.69,RL,MSL,"September 2, 2005","September 2, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.67,171.89,702.34,RL,MSL,"March 9, 2011","March 10, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.66,171.87,742.18,RL,MSL,"June 24, 2010","June 24, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.66,171.87,759.12,RL,MSL,"June 22, 2010","June 22, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.67,171.89,694.1,RL,MSL,"March 10, 2011","March 11, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.4,-41.67,171.89,706.12,RL,MSL,"March 9, 2011","March 9, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.66,171.87,759.12,RL,MSL,"June 22, 2010","June 22, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
19.4,-41.67,171.89,694.1,RL,MSL,"March 10, 2011","March 11, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
19.36,-41.65,171.87,594.8,RL,MSL,"March 19, 2006","March 19, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.36,-41.65,171.87,594.8,RL,MSL,"March 19, 2006","March 19, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.35,-41.71,171.85,"1,052.18",RL,MSL,"May 25, 1965","May 25, 1965",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.3,-46.45,168.66,593.28,RL,MSL,"July 16, 2014","July 17, 2014",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.3,-41.66,171.86,788.78,RL,MSL,"March 2, 2005","March 2, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.3,-41.68,171.87,788.78,RL,MSL,"March 2, 2005","March 2, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
19.27,-42.34,171.31,649.1,RL,MSL,"March 26, 2003","April 5, 2003",SOLID ENERGY NEW ZEALAND LTD,Buller
19.2,-45.93,167.94,307.64,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-45.92,167.95,305.2,RL,MSL,"May 9, 1953","May 9, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-38.11,175.07,159.3,RL,MSL,"June 4, 1954","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
19.2,-45.93,167.94,298.5,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-45.92,167.94,316.18,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-45.92,167.96,307.64,RL,MSL,"April 8, 1950","April 8, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-38.1,175.07,147.7,RL,MSL,"April 14, 1954","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
19.2,-42.34,171.29,110.34,RL,MSL,"March 23, 1946","March 30, 1946",SOLID ENERGY NEW ZEALAND LTD,Buller
19.2,-42.35,171.29,311.5,KB,MSL,"January 1, 1936","January 1, 1936",UNKNOWN,Greymouth
19.2,-41.69,171.86,921.33,RL,MSL,"January 26, 1961","January 26, 1961",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.2,-41.66,171.85,784.75,RL,MSL,"May 19, 2011","May 20, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.2,-45.93,167.94,301.28,RL,MSL,"August 4, 1983","August 4, 1983",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-41.66,171.85,784.75,RL,MSL,"May 19, 2011","May 20, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
19.2,-45.93,167.94,309.47,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.2,-41.69,171.86,926.2,RL,MSL,"November 21, 1960","November 21, 1960",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.2,-45.92,167.96,308.56,RL,MSL,"March 24, 1950","March 24, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
19.12,-41.73,171.77,939.3,RL,MSL,"January 1, 1900",,MINES DEPARTMENT MINISTRY OF ENERGY,Buller
19.12,-41.69,171.86,939.1,RL,MSL,"August 1, 1966","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.1,-41.66,171.86,820.08,RL,MSL,"December 10, 2004","December 11, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.1,-42.11,171.88,230.27,RL,MSL,"February 14, 2005","February 14, 2005",SOLID ENERGY NEW ZEALAND LTD,Reefton
19.1,-41.74,171.86,580.91,RL,MSL,"January 9, 1977","January 9, 1977",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
19.1,-41.66,171.87,622.2,RL,MSL,"December 18, 2012","December 18, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.1,-41.66,171.87,621.99,RL,MSL,"December 18, 2012","December 18, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.1,-41.66,171.85,820.08,RL,MSL,"December 10, 2004","December 12, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
19.06,-41.65,171.87,597.98,RL,MSL,"March 16, 2006","March 16, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
19.06,-41.65,171.87,597.98,RL,MSL,"March 16, 2006","March 16, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19.03,-41.65,171.87,594.46,RL,MSL,"March 28, 1977","March 29, 1977",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19,-42.1,171.89,850,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Reefton
19,-37.25,175.19,43.73,KB,MSL,"June 10, 1986",,COAL CORPORATION OF NEW ZEALAND,Maramarua
19,-42.1,171.89,268.37,RL,MSL,"January 28, 2005","January 29, 2005",SOLID ENERGY NEW ZEALAND LTD,Reefton
19,-41.92,171.44,45.9,KB,MSL,"January 1, 1900",,GRAMPIAN MINING,Charleston
19,-41.67,171.88,717.13,RL,MSL,"August 29, 2011","August 30, 2011",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19,-41.66,171.87,620.05,RL,MSL,"December 5, 2012","December 5, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19,-41.69,171.86,939.1,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
19,-41.69,171.86,905.9,KB,MSL,"October 5, 1983",,MINES DEPARTMENT,Buller
19,-41.67,171.88,717.13,RL,MSL,"August 29, 2011","August 30, 2011",SOLID ENERGY NEW ZEALAND LTD,Buller
19,-41.71,171.85,0,KB,MSL,"May 25, 1965",,MINES DEPARTMENT,Buller
19,-41.74,171.86,582.2,KB,MSL,"January 12, 1977",,LIME & MARBLE LTD,Buller
19,-41.65,171.87,593.8,KB,MSL,"April 7, 1977",,UNKNOWN,Buller
19,-41.65,171.85,737.56,KB,MSL,"February 9, 1984",,NZ COAL RESOURCES SURVEY,Buller
19,-45.95,167.99,198.2,RL,MSL,"November 19, 2015","November 25, 2015",NEW BRIGHTON COLLIERIES LTD,Ohai
19,-41.65,171.85,737.56,RL,MSL,"January 25, 1984","January 26, 1984",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
19,-41.94,171.44,194.88,KB,MSL,"August 9, 1977",,GRAMPIAN MINING,Charleston
19,-41.58,171.98,208,KB,MSL,"January 1, 1910",,UNKNOWN,Buller
19,-41.92,171.44,47,KB,MSL,"January 1, 1900",,GRAMPIAN MINING,Charleston
19,-37.88,175.1,125,KB,MSL,"April 27, 1979",,FLETCHER CHALLENGE/GLEN AFTON COLLIERIES,Whatawhata
19,-44.95,170.75,151.7,RL,MSL,"April 1, 1977","April 4, 1977",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
19,-41.65,171.87,616.16,RL,MSL,"June 20, 2007","June 20, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.95,-41.66,171.87,672.4,RL,MSL,"January 31, 2012","February 1, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.95,-41.66,171.87,672.4,RL,MSL,"January 31, 2012","February 1, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
18.9,-41.68,171.87,859.19,RL,MSL,"April 20, 2005","April 21, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.9,-45.91,167.96,339.87,RL,MSL,"September 28, 1951","September 28, 1951",SOLID ENERGY NEW ZEALAND LTD,OHAI
18.9,-42.39,171.28,-69.49,RL,MSL,"March 23, 1946","August 10, 1956",SOLID ENERGY NEW ZEALAND LTD,Buller
18.9,-45.91,167.96,342.31,RL,MSL,"October 5, 1951","October 5, 1951",SOLID ENERGY NEW ZEALAND LTD,OHAI
18.9,-41.68,171.87,859.19,RL,MSL,"April 20, 2005","April 21, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.89,-41.68,171.86,913.59,RL,MSL,"February 1, 1950","February 1, 1950",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.87,-37.44,175.23,7,RL,MSL,"September 26, 1979","September 28, 1979",SOLID ENERGY NEW ZEALAND LTD,WAIK
18.8,-41.66,171.86,793.28,RL,MSL,"March 1, 2005","March 1, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.8,-45.95,168.02,181.24,RL,MSL,"March 5, 2016","March 5, 2016",BATHURST COAL LTD,Ohai
18.8,-41.69,171.86,931.16,RL,MSL,"July 23, 2010","July 25, 2010",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.8,-41.66,171.86,793.28,RL,MSL,"March 1, 2005","March 1, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.8,-41.69,171.86,931.16,RL,MSL,"July 23, 2010","July 25, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
18.75,-41.7,171.86,865.02,RL,MSL,"April 10, 2007","April 11, 2007",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.75,-42.36,171.29,185.93,RL,MSL,"February 1, 1963","October 11, 1963",SOLID ENERGY NEW ZEALAND LTD,Buller
18.75,-41.7,171.86,865.02,RL,MSL,"April 10, 2007","April 11, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
18.7,-42.34,171.31,652.83,RL,MSL,"August 30, 2003","October 1, 2003",SOLID ENERGY NEW ZEALAND LTD,Buller
18.7,-41.68,171.87,856.67,RL,MSL,"July 7, 2005","July 7, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.7,-41.67,171.87,834,RL,MSL,"February 23, 2004","February 24, 2004",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.7,-41.68,171.86,928.28,RL,MSL,"March 11, 1991","March 11, 1991",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.7,-41.67,171.87,834,RL,MSL,"February 24, 2004","February 25, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
18.7,-41.69,171.87,875.88,RL,MSL,"March 12, 2012","March 13, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
18.7,-41.7,171.86,856.67,RL,MSL,"July 7, 2005","July 7, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.7,-41.65,171.86,676.67,RL,MSL,"September 6, 2012","September 10, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.7,-41.69,171.87,875.88,RL,MSL,"March 12, 2012","March 13, 2012",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.6,-41.76,171.79,675,RL,MSL,"February 3, 2010","February 4, 2010",L & M COAL LIMITED,Buller
18.6,-41.76,171.79,674,RL,MSL,"February 4, 2010","February 4, 2010",BULLER COAL LTD,Buller
18.6,-41.58,171.98,208,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
18.59,-41.69,171.86,890.56,RL,MSL,"March 28, 1961","March 28, 1961",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.59,-41.68,171.86,907.72,RL,MSL,"January 1, 1950","January 1, 1950",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.59,-41.68,171.88,727.26,RL,MSL,"May 1, 1953","May 1, 1953",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.59,-41.67,171.88,731.2,RL,MSL,"July 1, 1953","July 1, 1953",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.59,-41.67,171.87,821.42,RL,MSL,"October 1, 1950","October 1, 1950",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.59,-38.91,174.91,391.27,RL,MSL,"January 1, 1966","January 1, 1966",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
18.59,-45.93,167.94,300.33,RL,MSL,"September 3, 2008","June 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
18.59,-42.39,171.28,38.71,RL,MSL,"February 1, 1963","December 20, 1968",SOLID ENERGY NEW ZEALAND LTD,Buller
18.58,-41.68,171.89,727.73,RL,MSL,"April 5, 2005","April 5, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.58,-41.68,171.89,727.73,RL,MSL,"April 5, 2005","April 5, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.69,171.86,893.69,RL,MSL,"July 4, 2005","July 4, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.66,171.86,788.05,RL,MSL,"January 30, 2003","January 31, 2003",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.66,171.88,604.82,RL,MSL,"March 24, 2009","March 24, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.71,171.85,"1,053.04",RL,MSL,"June 28, 2006","June 28, 2006",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.66,171.88,604.75,RL,MSL,"March 23, 2009","March 23, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.68,171.87,895.04,RL,MSL,"July 5, 2005","July 5, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.66,171.88,604.75,RL,MSL,"March 23, 2009","March 23, 2009",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-44.95,170.76,156,RL,MSL,"April 1, 1976","April 2, 1976",NZ CEMENT HOLDINGS LTD,Ngapara - Herbert
18.5,-41.71,171.85,"1,053.04",RL,MSL,"June 28, 2006","June 28, 2006",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-42.11,171.88,231.99,RL,MSL,"March 24, 2005","March 27, 2005",SOLID ENERGY NEW ZEALAND LTD,Reefton
18.5,-41.69,171.86,896.26,RL,MSL,"July 7, 2005","July 7, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.69,171.86,892.77,RL,MSL,"July 11, 2005","July 11, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.66,171.88,604.76,RL,MSL,"March 23, 2009","March 24, 2009",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.69,171.86,895.82,RL,MSL,"July 11, 2005","July 11, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.59,172,220.8,RL,MSL,"March 25, 2013","March 27, 2013",BULLER COAL LTD,Buller
18.5,-41.69,171.86,892.77,RL,MSL,"July 11, 2005","July 11, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.69,171.86,893.69,RL,MSL,"July 4, 2005","July 4, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
18.5,-41.71,171.85,"1,058.85",RL,MSL,"January 29, 2005","January 29, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
18.5,-41.69,171.86,895.82,RL,MSL,"July 11, 2005","July 11, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
