Total Depth (m),Title,Purpose,Latitude,Longitude,EPSG,Elevation,Reference Point,Datum,UWI,Result,Start Date,End Date,Operator
"1,577.00",Cheal-A10,appraisal,-39.39,174.3,"4,326",269.8,RT,MSL,100000747456,oil,"February 27, 2012","March 11, 2012",TAG OIL LTD
"1,573.00",Ongaonga-1,exploration,-39.91,176.41,"4,326",202,KB,MSL,100000022168,dry,"April 2, 1971","May 2, 1971",BEAVER EXPLORATION NZ LTD
"1,567.40",Motueka-1,exploration,-40.52,173.48,"4,326",32,KB,MSL,100000113528,dry,"November 3, 1990","November 22, 1990",MARATHON PETROLEUM NZ LTD
"1,560.00",Tawatawa-1,exploration,-40.66,176.7,"4,326",21.5,RT,MSL,100000525330,gas shows,"September 4, 2004","September 15, 2004",TAP OIL LIMITED
"1,557.00",Kaimiro-10,production,-39.17,174.15,"4,326",275,KB,MSL,100000199663,oil/gas,"August 16, 1995","August 29, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,555.60",Windsor-3A,exploration,-39.17,174.19,"4,326",237.7,KB,MSL,100000787663,gas shows,"September 23, 2000","October 8, 2000",WESTECH ENERGY NEW ZEALAND LTD
"1,555.00",Cheal-A9,exploration,-39.39,174.3,"4,326",270.85,RT,MSL,100000747455,oil/gas,"February 11, 2012","February 19, 2012",TAG OIL LTD
"1,553.20",Uruti-2,exploration,-38.96,174.51,"4,326",14.02,KB,MSL,100000021888,dry,"November 16, 1943","December 29, 1943",NZ PETROLEUM EXPLORATION CO LTD
"1,550.00",Kaimiro-8 ST1,production,-39.17,174.15,"4,326",273.7,DF,MSL,100000796473,oil,"October 21, 2014","November 6, 2014",GREYMOUTH PETROLEUM LTD
"1,550.00",Puka-1,exploration,-39.4,174.4,"4,326",211.3,KB,MSL,100000748583,oil shows,"March 24, 2012","April 12, 2012",KEA EXPLORATION LTD
"1,549.90",Mangaone-1,exploration,-38.97,177.68,"4,326",0,KB,MSL,100000022162,gas shows,"June 23, 1960","April 20, 1961",BP SHELL TODD PETROLEUM DEV. LTD
"1,527.00",Tarata-1,exploration,-39.14,174.36,"4,326",0,KB,MSL,100000320177,dry,"January 19, 1925","May 7, 1926",TARANAKI OILFIELDS LTD
"1,520.00",Kaimiro-18,appraisal,-39.15,174.17,"4,326",220,KB,MSL,100000280819,oil,"March 15, 1998","April 4, 1998",FLETCHER CHALLENGE ENERGY TARANAKI
"1,519.00",Sidewinder-2,exploration,-39.21,174.2,"4,326",295.68,RT,MSL,100000790912,dry,"February 13, 2011","March 13, 2011",TAG OIL LTD
"1,513.00",Niagara-1,exploration,-42.59,171.41,"4,326",208.87,DF,MSL,100000113309,oil shows,"September 27, 1985","October 30, 1985",PETROLEUM RESOURCES LTD (NZOG)
"1,510.00",Talon-1,exploration,-39.67,174.43,"4,326",131.16,RT,MSL,100000719331,dry,"July 6, 2011","July 24, 2011",L & M PETROLEUM LTD
"1,507.00",Oi-1,exploration,-39.35,173.33,"4,326",26,RT,LAT,100000787530,dry,"May 30, 2014","June 9, 2014",AUSTRALIAN WORLDWIDE EXPLORATION
"1,506.00",Manutahi-B2 ST1,production,-39.71,174.4,"4,326",40.2,RT,MSL,100000850102,show,"June 26, 2018","July 9, 2018",WESTSIDE NZ LTD
"1,505.00",Tui SW-1,exploration,-39.46,173.23,"4,326",26,RT,LAT,100000681821,unknown,"May 2, 2010","May 5, 2010",AWE TARANAKI LTD
"1,500.00",Huiroa Bore,exploration,-39.26,174.44,"4,326",0,KB,MSL,100000113259,unknown,"January 1, 1913","January 1, 1917",CONSOLIDATED OILFIELDS OF TARANAKI LTD
"1,500.00",Turangi-5,production,-39.01,174.31,"4,326",50.16,DF,MSL,100000755092,water,"April 26, 2012","May 7, 2012",GREYMOUTH PETROLEUM LTD
"1,500.00",Kauri-A3,appraisal,-39.7,174.4,"4,326",45.62,RT,MSL,100000428921,oil,"January 19, 2002","January 29, 2002",SWIFT ENERGY NEW ZEALAND LTD
"1,495.00",Maari-2,appraisal,-39.98,173.3,"4,326",25,RT,MSL,100000473612,oil shows,"January 10, 2003","January 22, 2003",OMV NEW ZEALAND LIMITED
"1,491.00",Ruru-2A,exploration,-39.66,173.46,"4,326",25.9,DF,MSL,100000793505,dry,"September 8, 2014","October 19, 2014",SHELL TODD OIL SERVICES LIMITED
"1,479.00",Arcadia-1,exploration,-43.28,172.35,"4,326",210.7,KB,MSL,100000369148,gas shows,"November 13, 2000","November 24, 2000",INDO-PACIFIC ENERGY LTD
"1,469.40",Windsor-2,exploration,-39.17,174.19,"4,326",237.7,KB,MSL,100000366679,shows,"September 11, 2000","September 20, 2000",WESTECH ENERGY NEW ZEALAND LTD
"1,468.00",Tuhua-3B,exploration,-39.07,174.36,"4,326",161.7,KB,MSL,100000787732,shows,"August 9, 1988","August 11, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,467.25",Matiri-1,exploration,-41.73,172.34,"4,326",206.8,KB,MSL,100000113301,dry,"November 2, 1985","December 29, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,459.00",Bluff-1,exploration,-39.12,174.34,"4,326",151.82,RT,MSL,100000491221,dry,"October 12, 2003","October 25, 2003",INDO-PACIFIC ENERGY LTD
"1,455.00",Whakatu-1,exploration,-39.62,176.9,"4,326",9.9,KB,MSL,100000350464,dry,"January 24, 2000","February 7, 2000",INDO-PACIFIC ENERGY LTD
"1,454.00",McKee Disposal-1,exploration,-39.06,174.35,"4,326",178.9,KB,MSL,100000162517,water,"January 6, 1985","January 23, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,450.00",Heaphy-1,exploration,-39.03,174.41,"4,326",159.34,RT,MSL,100000565647,dry,"January 30, 2006","February 8, 2006",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"1,446.00",Pohutukawa A-1,exploration,-39.68,174.39,"4,326",70.04,RT,MSL,100000565618,water,"January 16, 2006","January 27, 2006",SWIFT ENERGY NEW ZEALAND LTD
"1,440.70",Ranui-2,exploration,-40.94,175.92,"4,326",212,RT,MSL,100000746025,gas shows,"January 14, 2012","February 6, 2012",EAST COAST ENERGY VENTURES LTD
"1,429.00",Omoana-1,exploration,-39.41,174.57,"4,326",355.5,DF,MSL,100000614645,dry,"September 26, 2007","October 13, 2007",GREYMOUTH PETROLEUM LTD
"1,428.00",Dean-1,exploration,-45.92,167.66,"4,326",105.8,RT,MSL,100000609334,gas shows,"May 24, 2007","June 6, 2007",L & M PETROLEUM LTD
"1,419.30",Kowai-1,exploration,-43.16,172.6,"4,326",137.7,KB,MSL,100000021893,dry,"February 25, 1978","March 23, 1978",OFFSHORE MINING CO. LTD
"1,417.00",Ngapaeruru-1,exploration,-40.24,176.3,"4,326",377,RT,MSL,100000764467,gas shows,"April 22, 2013","May 16, 2013",TAG OIL LTD
"1,410.00",Sidewinder-4 ST1,appraisal,-39.21,174.2,"4,326",295.15,RT,MSL,100000716810,gas,"April 30, 2011","May 9, 2012",TAG OIL LTD
"1,403.00",Ruru-2,exploration,-39.66,173.46,"4,326",25.9,DF,MSL,100000791612,dry,"September 8, 2014","October 19, 2014",SHELL TODD OIL SERVICES LIMITED
"1,391.10",Manutahi-1,exploration,-39.68,174.42,"4,326",83.8,DF,MSL,100000113212,dry,"April 15, 1984","May 19, 1984",PETROLEUM RESOURCES LTD (NZOG)
"1,365.00",Horseshoe-1,exploration,-46.88,168.13,"4,326",10,DF,MSL,100000753092,dry,"July 16, 2012","September 3, 2012",GREYMOUTH PETROLEUM LTD
"1,359.00",Makara-1A,exploration,-39.13,174.32,"4,326",146.4,KB,MSL,100000113381,dry,"November 15, 1984","November 21, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,352.10",Waitahora-1,exploration,-38.95,177.43,"4,326",24,RT,MSL,100000604531,water,"April 1, 2007","April 24, 2007",WESTECH ENERGY NEW ZEALAND LTD
"1,344.00",Waitaria-1A,exploration,-38.64,177.91,"4,326",13.6,KB,MSL,100000787737,dry,"August 13, 1997","August 22, 1997",ASIA PACIFIC OIL CO LTD
"1,342.00",Card Creek-1,exploration,-42.54,171.28,"4,326",66,KB,MSL,100000113180,shows,"January 3, 1986","February 15, 1986",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,341.00",Wawiri-1,exploration,-39.3,174.41,"4,326",203.7,RT,MSL,100000489813,dry,"September 7, 2003","September 27, 2003",INDO-PACIFIC ENERGY LTD
"1,329.00",Moturoa Bore,exploration,-39.06,174.03,"4,326",18.3,KB,MSL,100000320192,unknown,"February 21, 1925","March 8, 1926",TARANAKI OILFIELDS LTD
"1,325.90",Kauhauroa-3,exploration,-38.95,177.44,"4,326",59.1,RT,MSL,100000317694,gas shows,"June 20, 1999","August 8, 1999",WESTECH ENERGY NEW ZEALAND LTD
"1,324.75",Tatu-2,exploration,-38.91,174.95,"4,326",195.6,COLLAR,MSL,100000730601,dry,"June 8, 2011","June 30, 2011",SOLID ENERGY NEW ZEALAND LTD
"1,318.00",Waihapa-7A,exploration,-39.36,174.36,"4,326",219.9,KB,MSL,100000161738,water,"July 20, 1992","August 12, 1992",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,305.00",Manutahi-D4H,appraisal,-39.71,174.4,"4,326",41.94,RT,MSL,100000732443,oil shows,"April 12, 2011","May 24, 2011",ORIGIN ENERGY RESOURCES LTD
"1,301.00",Kauri-F4,production,-39.71,174.4,"4,326",46.65,RT,MSL,100000709784,oil,"March 30, 2010","April 16, 2010",ORIGIN ENERGY RESOURCES LTD
"1,300.00",Kowhai-A_WDW,production,-39.06,174.28,"4,326",116.5,DF,MSL,100000789924,water,"May 4, 2009","May 21, 2009",PETROCHEM
"1,288.00",Kauri-E4A,appraisal,-39.69,174.39,"4,326",44.5,RT,MSL,100000787526,oil/gas,"March 2, 2004","March 4, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,280.00",Kauri-A2,appraisal,-39.7,174.4,"4,326",45.6,RT,MSL,100000388102,oil,"September 8, 2001","September 16, 2001",SWIFT ENERGY NEW ZEALAND LTD
"1,272.50",Waimamaku-1,exploration,-35.57,173.51,"4,326",0,KB,MSL,100000021890,dry,"May 11, 1969","May 27, 1969",NZ PETROLEUM EXPLORATION CO LTD
"1,263.43",Macdonald-4P,production,-42.46,171.31,"4,326",49.5,KB,MSL,100000669611,dry,"April 4, 2010","May 8, 2010",CHARTWELL NZ PTY LTD
"1,257.00",Tautane-1,exploration,-40.49,176.58,"4,326",7.6,RT,MSL,100000378282,dry,"July 18, 2001","July 29, 2001",NZ AQUITAINE PETROLEUM LTD
"1,250.00",Kauri-B1,exploration,-39.71,174.43,"4,326",55.7,RT,MSL,100000391126,dry,"December 3, 2001","December 8, 2001",SWIFT ENERGY NEW ZEALAND LTD
"1,250.00",Moturoa-6,exploration,-39.06,174.04,"4,326",8.3,DF,MSL,100000603047,dry,"October 14, 2006","March 3, 2007",GREYMOUTH PETROLEUM LTD
"1,234.00",Kauri-F3,production,-39.71,174.4,"4,326",46.3,KB,MSL,100000569977,oil,"December 24, 2005","January 10, 2006",SWIFT ENERGY NEW ZEALAND LTD
"1,230.00",Kauri-F1,appraisal,-39.71,174.4,"4,326",44.35,RT,MSL,100000475880,oil,"March 5, 2003","March 10, 2003",SWIFT ENERGY NEW ZEALAND LTD
"1,228.10",Kauri-F2,production,-39.71,174.4,"4,326",45.67,KB,MSL,100000787675,oil,"December 5, 2005","December 18, 2005",SWIFT ENERGY NEW ZEALAND LTD
"1,228.00",Sidewinder-5,exploration,-39.21,174.2,"4,326",296.95,RT,MSL,100000762183,gas,"January 18, 2013","February 2, 2013",TAG OIL LTD
"1,224.00",Kauri-F5,production,-39.71,174.4,"4,326",45.65,RT,MSL,100000709789,oil,"May 16, 2010","May 24, 2010",ORIGIN ENERGY RESOURCES LTD
"1,223.80",Taranaki Petroleum-3,exploration,-39.06,174.03,"4,326",16.8,KB,MSL,100000320187,shows,"November 11, 1905","January 28, 1909",TARANAKI PETROLEUM CO
"1,221.00",Kauhauroa-1,exploration,-38.95,177.43,"4,326",24,KB,MSL,100000280822,gas shows,"March 4, 1998","April 5, 1998",WESTECH ENERGY NEW ZEALAND LTD
"1,207.00",Ohaupo-1,exploration,-37.91,175.32,"4,326",0,KB,MSL,100000113328,gas shows,"July 29, 1982","July 13, 1984",GREENFIELDS RESOURCES LTD
"1,192.00",Gisborne-2,exploration,-38.97,177.69,"4,326",243.84,DF,MSL,100000113570,unknown,"April 10, 1928","April 4, 1930",TARANAKI OILFIELDS LTD
"1,189.00",Kauri-F6,production,-39.71,174.4,"4,326",45.65,RT,MSL,100000709787,oil,"April 29, 2010","May 8, 2010",ORIGIN ENERGY RESOURCES LTD
"1,185.00",Manutahi-G1,production,-39.7,174.4,"4,326",51.1,RT,MSL,100000515281,oil,"July 1, 2004","July 6, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,180.00",Moturoa-7,appraisal,-39.06,174.04,"4,326",8.3,DF,MSL,100000614113,shows,"August 22, 2007","August 31, 2007",GREYMOUTH PETROLEUM LTD
"1,180.00",Tapawera-1,exploration,-41.37,172.81,"4,326",148.48,KB,MSL,100000113299,dry,"April 25, 1988","May 7, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,180.00",Kauri-C1,exploration,-39.72,174.42,"4,326",41.6,KB,MSL,100000528974,water,"May 12, 2004","May 18, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,175.00",Manutahi-D1,exploration,-39.71,174.4,"4,326",41.25,RT,MSL,100000515279,oil,"June 10, 2004","June 17, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,170.40",Windsor-3,exploration,-39.17,174.19,"4,326",237.7,KB,MSL,100000366680,dry,"September 23, 2000","October 8, 2000",WESTECH ENERGY NEW ZEALAND LTD
"1,169.00",Manutahi-C1,production,-39.7,174.41,"4,326",58.75,RT,MSL,100000515280,oil,"June 20, 2004","June 27, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,164.00",Bell Block-1,exploration,-39.02,174.19,"4,326",0,KB,MSL,100000113262,gas shows,"October 16, 1912","January 1, 1913",TARANAKI OILWELLS LTD
"1,160.40",Kauhauroa-4,exploration,-38.95,177.45,"4,326",107.1,KB,MSL,100000313428,dry,"March 5, 1999","April 7, 1999",WESTECH ENERGY NEW ZEALAND LTD
"1,158.00",Leeston-1,exploration,-43.68,172.3,"4,326",0,KB,MSL,100000021894,dry,"July 29, 1969","August 26, 1969",NZ PETROLEUM EXPLORATION CO LTD
"1,154.55",OM-7B,appraisal,-45.95,167.96,"4,326",190.73,RT,MSL,100000712301,unknown,"March 16, 2011","April 6, 2011",L & M COAL SEAM GAS LIMITED
"1,153.00",Manutahi-A1,exploration,-39.71,174.41,"4,326",43.15,RT,MSL,100000515277,oil,"May 23, 2004","May 29, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,152.00",Manutahi-B1,production,-39.71,174.4,"4,326",39.5,RT,MSL,100000515278,oil,"June 1, 2004","June 7, 2004",SWIFT ENERGY NEW ZEALAND LTD
"1,150.00",Tupapakurua-1,exploration,-39.18,175.29,"4,326",0,KB,MSL,100000022176,dry,"May 6, 1969","June 1, 1971",ANZPAC PETROLEUM CORP
"1,149.00",Aratika-2,appraisal,-42.54,171.43,"4,326",97.94,KB,MSL,100000021900,dry,"November 12, 1977","December 14, 1977",OFFSHORE MINING CO. LTD
"1,149.00",Waitaria-1B,exploration,-38.64,177.91,"4,326",13.6,KB,MSL,100000763214,dry,"August 22, 1997","August 24, 1997",ASIA PACIFIC OIL CO LTD
"1,138.00",Tuhua-3A,exploration,-39.07,174.36,"4,326",161.7,KB,MSL,100000787731,dry,"August 5, 1988","August 6, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,137.70",Whangamomona-1,exploration,-39.16,174.74,"4,326",155.6,KB,MSL,100000712772,shows,"December 1, 2010","January 20, 2011",SOLID ENERGY NEW ZEALAND LTD
"1,135.40",Maketawa-1,exploration,-39.2,174.23,"4,326",251,KB,MSL,100000369137,gas shows,"October 22, 2000","October 30, 2000",WESTECH ENERGY NEW ZEALAND LTD
"1,134.00",Ranui-1,exploration,-40.94,175.92,"4,326",212,RT,MSL,100000625489,gas shows,"April 21, 2008","May 3, 2008",DISCOVERY GEO(AUSTRALIA) CORPORATION
"1,112.00",Kate-1,exploration,-43.11,172.83,"4,326",240.15,KB,MSL,100000625815,oil shows,"May 8, 2008","May 14, 2008",GREEN GATE LTD
"1,097.30",Waipatiki-1,exploration,-40.38,176.27,"4,326",0,KB,MSL,100000113572,gas shows,"January 1, 1912","January 1, 1913",WAIPATIKI OILWELLS LTD
"1,083.00",Waihapa-7,exploration,-39.36,174.36,"4,326",219.9,KB,MSL,100000787734,dry,"July 20, 1992","July 28, 1992",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"1,082.54",Patea East-1,exploration,-39.75,174.45,"4,326",40.1,RT,MSL,100000487054,dry,"August 5, 2003","August 11, 2003",TODD PETROLEUM MINING LTD
"1,069.00",Ahaura-2,exploration,-42.36,171.56,"4,326",69.14,KB,MSL,100000021899,dry,"January 26, 1978","February 11, 1978",OFFSHORE MINING CO. LTD
"1,058.80",Takapau-1,exploration,-39.98,176.32,"4,326",263,KB,MSL,100000022169,dry,"May 8, 1971","May 23, 1971",NZ AQUITAINE PETROLEUM LTD
"1,057.30",Ararimu-1,exploration,-38.85,175.13,"4,326",308.7,KB,MSL,100000021862,dry,"March 20, 1970","March 26, 1970",ANZPAC PETROLEUM CORP
"1,057.04",T.E. Weily-1,exploration,-46.16,168.29,"4,326",46.3,KB,MSL,100000021907,dry,"September 26, 1966","October 17, 1966",NZ PETROLEUM EXPLORATION CO LTD
"1,054.90",Murchison-1,exploration,-41.82,172.4,"4,326",0,KB,MSL,100000113300,shows,"January 1, 1925","January 1, 1927",MURCHISON OIL CO  LTD
"1,042.00",Carrington Road-1,exploration,-39.13,174.06,"4,326",0,KB,MSL,100000113270,unknown,"January 1, 1907","January 1, 1907",UNKNOWN
"1,039.00",Hohonu-1,exploration,-42.62,171.39,"4,326",101.2,DF,MSL,100000113176,water,"June 9, 1986","June 28, 1986",PETROLEUM RESOURCES LTD (NZOG)
"1,036.00",Waikato-1,exploration,-37.7,175.25,"4,326",46.9,KB,MSL,100000021867,dry,"June 28, 1971","July 8, 1971",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
"1,034.80",Young-1,exploration,-40.23,175.5,"4,326",136.6,DF,MSL,100000113578,dry,"October 18, 1942","November 4, 1942",SUPERIOR OIL CO NZ LTD
"1,034.39",OM-4,exploration,-45.94,167.89,"4,326",119.52,GL,MSL,100000676689,gas shows,"January 21, 2010","April 30, 2010",L & M COAL SEAM GAS LIMITED
"1,026.00",Waikato-2,exploration,-37.78,175.21,"4,326",60.96,KB,MSL,100000021871,dry,"July 12, 1971","July 18, 1971",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
"1,017.00",Waikato-5,exploration,-37.67,175.22,"4,326",26.5,GL,MSL,100000021870,dry,"December 10, 1972","December 19, 1972",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
"1,011.00",J.T. Benny-1,exploration,-46.16,168.3,"4,326",0,KB,MSL,100000021906,gas shows,"November 15, 1964","January 6, 1965",NZ PETROLEUM EXPLORATION CO LTD
"1,008.90",Moturoa-1,exploration,-39.06,174.03,"4,326",36.88,KB,MSL,100000113281,dry,"March 31, 1930","November 29, 1930",MOTUROA OILFIELDS LTD
"1,000.00",Tarapunga-1,exploration,-37.67,174.26,"4,326",26,RT,LAT,100000708875,gas shows,"November 5, 2010","November 11, 2010",ORIGIN ENERGY RESOURCES LTD
993.65,Waiapu-2,exploration,-38.15,178.24,"4,326",144.78,DF,MSL,100000113558,dry,"January 24, 1927","February 22, 1928",TARANAKI OILFIELDS LTD
978.4,Waikaka-1,exploration,-38.71,175.05,"4,326",177.1,KB,MSL,100000021863,dry,"March 4, 1970","March 12, 1970",ANZPAC PETROLEUM CORP
978,Kapuni-20,appraisal,-39.47,174.18,"4,326",197.3,RT,MSL,100000790931,dry,"February 28, 2013","August 1, 2013",SHELL TODD OIL SERVICES LIMITED
967,Tahora-1,exploration,-39.03,174.77,"4,326",201,COLLAR,MSL,100000704844,gas shows,"June 22, 2009","July 4, 2009",SOLID ENERGY NEW ZEALAND LTD
966.2,Waipatiki-2,exploration,-40.39,176.25,"4,326",0,KB,MSL,100000113573,gas shows,"January 1, 1913","January 1, 1914",WAIPATIKI OILWELLS LTD
964.7,New Plymouth-1,exploration,-39.07,174.04,"4,326",6.3,KB,MSL,100000320184,unknown,"June 1, 1913","June 1, 1914",PHOENIX OIL CO LTD
961.95,Republic New Plymouth-1,exploration,-39.06,174.04,"4,326",6.25,DF,MSL,100000021881,unknown,"August 4, 1975","August 27, 1975",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
960.12,Omata-1,exploration,-39.08,174.02,"4,326",0,KB,MSL,100000320181,shows,"April 25, 1930","January 1, 1931",COAL OIL (NZ) LTD
952,Niagara-2,appraisal,-42.6,171.41,"4,326",167.97,DF,MSL,100000113210,oil shows,"May 8, 1986","June 5, 1986",PETROLEUM RESOURCES LTD (NZOG)
948.54,Republic New Plymouth-4,appraisal,-39.06,174.04,"4,326",5.79,DF,MSL,100000320199,oil,"October 27, 1976","November 11, 1976",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
941.2,Makareao-1,exploration,-38.95,177.35,"4,326",40.5,KB,MSL,100000290649,gas shows,"June 5, 1998","June 21, 1998",WESTECH ENERGY NEW ZEALAND LTD
935.2,Mangapapa-1,exploration,-38.98,174.76,"4,326",210,KB,MSL,100000705082,gas shows,"July 16, 2009","July 23, 2009",SOLID ENERGY NEW ZEALAND LTD
930,Te Whatu-1,exploration,-40.07,172.99,"4,326",27,KB,MSL,100000113547,dry,"October 5, 1987","October 9, 1987",PETROLEUM CORPORATION OF NZ EXPL. LTD
927,Gisborne-1,exploration,-38.98,177.82,"4,326",246.89,DF,MSL,100000113569,unknown,"July 27, 1927","October 26, 1928",TARANAKI OILFIELDS LTD
925.28,Tangarakau River-1,exploration,-39.12,174.86,"4,326",104,COLLAR,MSL,100000709777,shows,"March 9, 2010","March 20, 2010",SOLID ENERGY NEW ZEALAND LTD
923.5,Taranaki Petroleum-2 (1906),exploration,-39.06,174.04,"4,326",0,KB,MSL,100000320186,oil shows,"August 11, 1906","August 30, 1906",TARANAKI PETROLEUM CO
917.1,Peep-O-Day,exploration,-40.67,175.81,"4,326",0,KB,MSL,100000113577,unknown,"November 28, 1912","January 13, 1914",MANGAONE OILFIELDS LTD
917,Tane-1 (Mangaone),exploration,-40.61,175.85,"4,326",0,KB,MSL,100000320174,unknown,"November 28, 1912","January 13, 1914",MANGAONE OILFIELDS LTD
916,Bonithon-1,exploration,-39.06,174.05,"4,326",13.7,KB,MSL,100000113271,oil/gas,"March 21, 1907","April 8, 1909",BONITHON FREEHOLD PETROLEUM LTD
916,Whakamaro-1,exploration,-38.9,175.16,"4,326",0,KB,MSL,100000021861,dry,"March 21, 1969","April 28, 1969",ANZPAC PETROLEUM CORP
912.88,Republic New Plymouth-2,appraisal,-39.06,174.04,"4,326",6.4,DF,MSL,100000021882,unknown,"October 28, 1975","November 12, 1975",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
912,Harrisville-1,exploration,-37.24,174.95,"4,326",70,KB,MSL,100000754059,gas shows,"July 21, 2011","August 12, 2011",SOLID ENERGY NEW ZEALAND LTD
908.3,Oamaru-1,exploration,-45.05,171,"4,326",0,KB,MSL,100000113186,dry,"January 1, 1954","January 1, 1956",BP SHELL TODD PETROLEUM DEV. LTD
908.3,SFL-2,exploration,-42.56,171.27,"4,326",122.2,GL,MSL,100000113179,dry,"March 7, 1943","March 18, 1943",SUPERIOR OIL CO NZ LTD
904,Kotare-1,exploration,-38.86,174.78,"4,326",141.6,DF,MSL,100000730604,gas shows,"May 19, 2011","June 2, 2011",SOLID ENERGY NEW ZEALAND LTD
893.28,Mt Damper-2,exploration,-38.93,174.79,"4,326",317,GL,MSL,100000754058,gas shows,"July 6, 2011","August 17, 2011",SOLID ENERGY NEW ZEALAND LTD
892.5,Kohuratahi-1,exploration,-39.09,174.77,"4,326",186.6,KB,MSL,100000712757,gas shows,"October 26, 2010","November 15, 2010",SOLID ENERGY NEW ZEALAND LTD
890,Takapu-1A,exploration,-46.16,170.44,"4,326",31.09,KB,MSL,100000113554,unknown,"August 31, 1978","September 16, 1978",HUNT INTERNATIONAL PETROLEUM CO NZ
876,Speedy-1,exploration,-39.98,176.46,"4,326",160,KB,MSL,100000362144,gas shows,"July 3, 2000","July 20, 2000",INDO-PACIFIC ENERGY (NZ) LTD
859.84,Tatu-1,exploration,-38.92,174.92,"4,326",362.71,DF,MSL,100000021886,dry,"October 8, 1964","October 28, 1964",SHELL BP AND TODD OIL SERVICES LTD
854,Waitangi Valley-1,exploration,-38.37,177.93,"4,326",100.87,RT,MSL,100000789182,unknown,"July 23, 2014","August 1, 2014",EASTERN PETROLEUM (NZ) LTD
854,Waitangi Valley-1 ST1,exploration,-38.37,177.93,"4,326",100.87,RT,MSL,100000790964,dry,"August 10, 2014","August 19, 2014",EASTERN PETROLEUM (NZ) LTD
852,Waitaria-1,exploration,-38.64,177.91,"4,326",13.6,KB,MSL,100000209481,dry,"March 14, 1996","August 8, 1997",ASIA PACIFIC OIL CO LTD
851.92,Kawhaka-1,exploration,-42.71,171.12,"4,326",83.52,DF,MSL,100000113185,dry,"May 29, 1943","June 5, 1943",NZ OIL EXPLORATION LTD
843,Otaua-1,exploration,-37.31,174.75,"4,326",2,GL,MSL,100000789933,dry,"February 28, 2006","March 18, 2006",WESTECH ENERGY NEW ZEALAND LTD
838.2,Taranaki-5,exploration,-39.06,174.04,"4,326",0,KB,MSL,100000320189,oil/gas,"November 18, 1910","October 6, 1914",TARANAKI PETROLEUM CO
838.2,Taranaki Petroleum-5,exploration,-39.06,174.04,"4,326",0,KB,MSL,100000320189,oil/gas,"November 18, 1910","October 6, 1914",TARANAKI PETROLEUM CO
